departure_hour,day_of_week,month,origin_airport,destination_airport,route_distance_km,weather_score,crew_duty_hours,historical_delay_rate,aircraft_age,gate_turnaround_mins,aircraft_type,delay_label,delay_probability,origin_encoded,destination_encoded,aircraft_encoded,is_peak_hour,is_monsoon,is_fog_season,is_peak_day,crew_risk,tight_turnaround,aging_aircraft,weather_monsoon,risk_score
3,0,10,BOM,DEL,1192,0,10.0,0.3835046143347018,10,65,A320,0,0.2534,0,1,0,0,0,0,0,0,0,0,0,0.1342266150171456
18,1,9,AMD,DEL,929,0,7.7,0.2558983647080861,9,75,A320,0,0.3524,6,1,0,1,1,0,0,0,0,0,0,0.08956442764783012
7,3,1,BOM,DEL,1110,2,10.7,0.3636147975585179,20,59,B737,1,0.9954,0,1,1,1,0,1,0,1,0,1,0,0.8572651791454813
4,6,5,BOM,BLR,863,2,6.5,0.3149803964639026,14,66,A320,1,0.626,0,2,0,0,0,0,1,0,0,0,0,0.680243138762366
13,5,1,HYD,BLR,507,0,11.8,0.17792820648749125,9,61,A320,0,0.3212,3,2,0,0,0,1,0,1,0,0,0,0.29227487227062193
16,1,11,MAA,BOM,982,0,6.3,0.2611018502771473,4,80,ATR72,0,0.1044,5,0,3,0,0,1,0,0,0,0,0,0.17138564759700153
16,6,12,MAA,BOM,1054,1,2.7,0.2639112213700966,2,35,ATR72,0,0.4256,5,0,3,0,0,1,1,0,0,0,0,0.4923689274795338
13,1,11,PNQ,BOM,131,0,10.9,0.1879352228258434,17,38,ATR72,1,0.4952,8,0,3,0,0,1,0,1,0,0,0,0.2957773279890452
15,2,1,DEL,GOI,1879,0,7.4,0.3761200585884219,1,65,A320,0,0.1504,1,7,0,0,0,1,0,0,0,0,0,0.21164202050594766
1,1,10,MAA,BOM,1034,0,12.6,0.2871844668352952,13,47,A321,0,0.3649,5,0,2,0,0,0,0,1,0,0,0,0.25051456339235334
22,6,4,HYD,BLR,507,2,6.2,0.19135922192034108,19,74,A321,1,0.6265,3,2,2,0,0,0,1,0,0,1,0,0.6369757276721193
16,5,12,BOM,HYD,611,0,3.1,0.23565935802578383,5,58,B737,0,0.1443,0,3,1,0,0,1,0,0,0,0,0,0.16248077530902433
0,1,6,DEL,CCU,1284,1,11.8,0.40859495889409736,19,87,B737,1,0.7634,1,4,1,0,1,0,0,1,0,1,1,0.5430082356129341
1,5,4,BOM,HYD,655,0,8.1,0.26760748468102913,19,81,B737,0,0.357,0,3,1,0,0,0,0,0,0,1,0,0.09366261963836019
8,4,9,GOI,DEL,1877,0,10.4,0.2957627342090955,19,72,ATR72,1,0.6683,7,1,3,1,1,0,1,1,0,1,0,0.32351695697318344
14,0,8,BOM,DEL,1142,2,5.7,0.37571701922042894,9,84,B777,1,0.6503,0,1,4,0,1,0,0,0,0,0,2,0.6315009567271501
13,1,8,PNQ,BOM,130,0,5.5,0.14919018496172068,20,51,A320,0,0.3097,8,0,0,0,1,0,0,0,0,1,0,0.05221656473660224
20,4,8,CCU,DEL,1324,0,3.1,0.4658221484463305,9,66,ATR72,0,0.4363,4,1,3,1,1,0,1,0,0,0,0,0.23303775195621568
13,3,2,BOM,DEL,1159,2,8.7,0.3738619878417944,5,30,A321,1,0.7195,0,1,2,0,0,1,0,0,0,0,0,0.710851695744628
14,6,10,BOM,MAA,996,1,7.4,0.3199002952412234,7,30,A321,0,0.448,0,5,2,0,0,0,1,0,0,0,0,0.43196510333442817
20,0,8,BOM,DEL,1131,0,7.9,0.35513462460878165,11,88,A321,0,0.4421,0,1,2,1,1,0,0,0,0,0,0,0.12429711861307356
8,3,6,MAA,BOM,968,0,5.4,0.3139033061955431,17,61,B737,0,0.4756,5,0,1,1,1,0,0,0,0,0,0,0.10986615716844007
16,3,8,BOM,BLR,850,0,10.1,0.2504667985018229,7,61,B737,0,0.4002,0,2,1,0,1,0,0,1,0,0,0,0.237663379475638
5,4,5,AMD,DEL,851,0,4.1,0.1786370443140551,16,37,A321,0,0.2415,6,1,2,0,0,0,1,0,0,0,0,0.1325229655099193
17,4,3,BLR,DEL,1703,0,1.3,0.38171682237612437,2,61,B777,0,0.3027,2,1,4,1,0,0,1,0,0,0,0,0.2036008878316435
8,0,11,BOM,MAA,1056,3,10.3,0.29522125205254857,5,43,ATR72,1,1.0,0,5,3,1,0,1,0,1,0,0,0,1.083327438218392
6,3,4,MAA,BOM,981,0,1.3,0.2719659883871688,10,80,ATR72,0,0.1088,5,0,3,0,0,0,0,0,0,0,0,0.09518809593550907
1,3,1,HYD,BOM,632,2,4.3,0.2770137062966613,4,28,A320,1,0.6608,3,0,0,0,0,1,0,0,1,0,0,0.7769547972038314
16,0,3,DEL,AMD,938,3,6.8,0.20387889771611545,1,77,B777,1,0.6816,1,6,4,0,0,0,0,0,0,0,0,0.8213576142006405
4,4,12,BOM,DEL,1187,1,8.5,0.3900375660136593,2,28,A320,1,0.606,0,1,0,0,0,1,1,0,1,0,0,0.6365131481047808
16,6,7,GOI,DEL,1900,0,10.9,0.37161735234263904,2,34,B777,1,0.5686,7,1,4,0,1,0,1,1,0,0,0,0.3500660733199236
17,6,9,DEL,CCU,1292,0,11.9,0.40090504727212894,13,23,B777,1,0.8604,1,4,4,1,1,0,1,1,1,0,0,0.46031676654524506
14,5,6,PNQ,BOM,148,1,10.1,0.18248110186541955,1,84,A320,1,0.673,8,0,0,0,1,0,0,1,0,0,1,0.4638683856528968
23,6,6,BLR,DEL,1776,0,11.2,0.4448368550159748,15,26,A321,1,0.7279,2,1,2,0,1,0,1,1,1,0,0,0.47569289925559116
5,5,7,BOM,BLR,887,1,6.4,0.3236730757612693,2,44,B777,1,0.5495,0,2,4,0,1,0,0,0,0,0,1,0.3632855765164442
9,4,4,PNQ,BOM,145,0,11.4,0.1452391897644194,14,59,B737,0,0.5081,8,0,1,1,0,0,1,1,0,0,0,0.2708337164175468
23,3,5,BLR,BOM,871,0,13.3,0.2611118192064361,6,31,B777,0,0.3744,2,0,4,0,0,0,0,1,0,0,0,0.24138913672225262
7,6,9,DEL,BLR,1780,0,5.6,0.44135441059582137,7,83,B777,0,0.4765,1,2,4,1,1,0,1,0,0,0,0,0.22447404370853746
20,5,5,BLR,DEL,1702,1,7.0,0.43262485671999124,20,87,A320,1,0.673,2,1,0,1,0,0,0,0,0,1,0,0.40141869985199696
10,5,8,BLR,HYD,486,0,1.5,0.2118812245849655,20,54,ATR72,0,0.3348,2,3,3,0,1,0,0,0,0,1,0,0.07415842860473792
12,1,7,BOM,MAA,977,0,2.4,0.36637618253865445,20,46,B777,0,0.3466,0,5,4,0,1,0,0,0,0,1,0,0.12823166388852905
4,2,6,BLR,DEL,1692,0,8.7,0.42265308569465454,13,37,B737,0,0.4891,2,1,1,0,1,0,0,0,0,0,0,0.14792857999312908
19,5,9,DEL,BOM,1143,1,13.4,0.38993433953183176,5,26,A321,1,1.0,1,0,2,1,1,0,0,1,1,0,1,0.636477018836141
15,4,9,DEL,GOI,1870,2,8.9,0.38941642353860706,7,46,ATR72,1,0.7558,1,7,3,0,1,0,1,0,0,0,2,0.7062957482385124
20,3,9,PNQ,BOM,70,3,11.0,0.12825533081325277,4,52,B737,1,1.0,8,0,1,1,1,0,0,1,0,0,3,0.9448893657846384
10,2,2,PNQ,BOM,99,0,11.1,0.11178794139595852,7,52,B737,0,0.2947,8,0,1,0,0,1,0,1,0,0,0,0.26912577948858546
3,2,8,DEL,BLR,1721,1,4.9,0.4594286150315449,5,65,B737,1,0.4838,1,2,1,0,1,0,0,0,0,0,1,0.4108000152610407
10,6,3,BOM,PNQ,94,1,10.9,0.12768704170254658,1,30,A320,1,0.6211,0,8,0,0,0,0,1,1,0,0,0,0.5146904645958914
18,5,12,MAA,BOM,1028,0,11.3,0.32476178689556023,5,28,A320,1,0.6799,5,0,0,1,0,1,0,1,1,0,0,0.4436666254134461
7,1,4,BLR,DEL,1694,2,13.4,0.4063970521081159,7,76,A321,1,0.9126,2,1,2,1,0,0,0,1,0,0,0,0.7922389682378406
15,0,9,DEL,BLR,1747,1,9.1,0.4327635096466147,14,36,B777,1,0.6931,1,2,4,0,1,0,0,0,0,0,1,0.4014672283763151
11,0,7,BOM,PNQ,88,0,8.8,0.14744294969210844,15,51,A320,0,0.359,0,8,0,0,1,0,0,0,0,0,0,0.05160503239223795
19,6,8,PNQ,BOM,109,0,4.1,0.1494982797683434,9,29,B777,1,0.5598,8,0,4,1,1,0,1,0,1,0,0,0.2223243979189202
0,1,11,GOI,DEL,1885,0,9.4,0.331032935097732,1,66,A321,0,0.2324,7,1,2,0,0,1,0,0,0,0,0,0.1958615272842062
21,2,4,AMD,DEL,936,1,9.7,0.19947364012098898,16,34,A320,1,0.5498,6,1,0,0,0,0,0,0,0,0,0,0.3198157740423461
0,0,2,DEL,BOM,1127,1,6.0,0.36084637052934027,13,47,B737,0,0.3943,1,0,1,0,0,1,0,0,0,0,0,0.4562962296852691
21,1,11,DEL,BLR,1705,0,5.7,0.4011052517682519,11,46,A320,0,0.2104,1,2,0,0,0,1,0,0,0,0,0,0.22038683811888815
22,5,11,BOM,DEL,1161,1,12.8,0.4173102089526518,19,21,B777,1,0.8669,0,1,4,0,0,1,0,1,1,1,0,0.726058573133428
17,1,2,BOM,BLR,845,0,1.8,0.2766335250972193,8,76,B777,0,0.2607,0,2,4,1,0,1,0,0,0,0,0,0.17682173378402674
20,3,12,GOI,DEL,1878,0,3.2,0.3746815040081249,21,58,B737,0,0.3999,7,1,1,1,0,1,0,0,0,1,0,0.2111385264028437
18,2,6,GOI,DEL,1893,3,13.3,0.3018596043713692,12,51,B737,1,1.0,7,1,1,1,1,0,0,1,0,0,3,1.0056508615299793
0,0,12,BLR,DEL,1765,1,4.6,0.4411492093334529,5,56,B777,0,0.3765,2,1,4,0,0,1,0,0,0,0,0,0.4844022232667085
9,1,5,DEL,GOI,1908,1,2.6,0.34280814257194403,10,75,A321,0,0.4871,1,7,2,1,0,0,0,0,0,0,0,0.3699828499001804
12,5,8,BLR,DEL,1748,1,4.9,0.3662054116453149,21,53,B777,1,0.5965,2,1,4,0,1,0,0,0,0,1,1,0.3781718940758602
2,1,8,PNQ,BOM,144,2,11.1,0.10026489668765476,20,44,B737,1,0.9601,8,0,1,0,1,0,0,1,0,1,2,0.6850927138406792
3,0,4,DEL,BLR,1776,0,13.3,0.3979345265410512,13,62,ATR72,0,0.4092,1,2,3,0,0,0,0,1,0,0,0,0.28927708428936794
20,6,3,DEL,CCU,1290,1,2.1,0.4416662523545032,21,30,B737,1,0.7467,1,4,1,1,0,0,1,0,0,1,0,0.47458318832407614
13,4,9,GOI,DEL,1900,0,1.8,0.3147391733151325,18,34,B737,0,0.3959,7,1,1,0,1,0,1,0,0,0,0,0.18015871066029637
7,5,2,CCU,DEL,1280,0,11.9,0.3872714329247836,21,85,A321,1,0.6549,4,1,2,1,0,1,0,1,0,1,0,0.36554500152367425
7,3,3,BOM,BLR,812,0,7.0,0.3045463133973465,10,30,ATR72,0,0.3418,0,2,3,1,0,0,0,0,0,0,0,0.10659120968907126
9,3,5,MAA,BOM,1055,1,13.1,0.33937480848684753,14,21,B737,1,0.8857,5,0,1,1,0,0,0,1,1,0,0,0.6187811829703966
2,3,12,BLR,BOM,810,0,9.7,0.3361502004620219,14,24,A320,0,0.4345,2,0,0,0,0,1,0,0,1,0,0,0.29765257016170765
8,1,12,DEL,GOI,1894,1,1.7,0.36624258884404554,20,74,A320,1,0.5965,1,7,0,1,0,1,0,0,0,1,0,0.45818490609541596
7,3,6,BOM,PNQ,128,1,13.0,0.17878033162500584,12,26,ATR72,1,0.9715,0,8,3,1,1,0,0,1,1,0,1,0.562573116068752
9,1,5,DEL,AMD,843,1,4.6,0.16322238254600963,15,28,A320,1,0.6153,1,6,0,1,0,0,0,0,1,0,0,0.4071278338911034
0,2,11,BOM,HYD,664,0,4.6,0.2121002265577471,21,82,B737,0,0.1848,0,3,1,0,0,1,0,0,0,1,0,0.15423507929521146
23,0,7,BLR,HYD,527,0,8.3,0.15667446101754698,9,70,B777,0,0.2627,2,3,4,0,1,0,0,0,0,0,0,0.05483606135614144
2,6,6,HYD,BLR,532,3,6.0,0.20552015314063038,5,57,B737,1,0.8322,3,2,1,0,1,0,1,0,0,0,3,0.8919320535992206
15,1,7,BOM,MAA,1013,0,2.1,0.28135056589495155,5,38,B777,0,0.2825,0,5,4,0,1,0,0,0,0,0,0,0.09847269806323304
2,0,4,BOM,BLR,820,1,7.5,0.32800966987584645,17,42,A321,1,0.5012,0,2,2,0,0,0,0,0,0,0,0,0.36480338445654625
15,1,10,GOI,DEL,1947,2,3.6,0.30311546096175523,2,35,ATR72,1,0.5912,7,1,3,0,0,0,0,0,0,0,0,0.6060904113366143
3,5,6,DEL,GOI,1948,0,2.8,0.39693057809980764,2,47,B777,0,0.3088,1,7,4,0,1,0,0,0,0,0,0,0.13892570233493268
8,4,11,GOI,DEL,1926,2,7.3,0.29014794005764777,11,29,A320,1,0.8661,7,1,0,1,0,1,1,0,1,0,0,0.8515517790201768
0,6,11,DEL,BOM,1180,1,6.9,0.34227607334704374,13,48,A321,0,0.4369,1,0,2,0,0,1,1,0,0,0,0,0.5197966256714653
7,3,5,BOM,PNQ,135,3,6.0,0.17930987164749593,10,44,A321,1,0.9417,0,8,2,1,0,0,0,0,0,0,0,0.8127584550766236
3,6,7,CCU,DEL,1269,0,13.1,0.4683509860934783,11,40,A320,1,0.6573,4,1,0,0,1,0,1,1,0,0,0,0.3839228451327174
5,3,10,BOM,DEL,1159,0,4.2,0.3955827366882624,20,20,A320,0,0.4082,0,1,0,0,0,0,0,0,1,1,0,0.23845395784089182
6,3,4,CCU,DEL,1285,0,6.3,0.43291942168562664,14,37,B777,0,0.2932,4,1,4,0,0,0,0,0,0,0,0,0.1515217975899693
0,2,6,MAA,BOM,1005,0,2.8,0.33453150611921256,21,28,A321,0,0.4838,5,0,2,0,1,0,0,0,1,1,0,0.2170860271417244
11,4,1,DEL,CCU,1314,0,12.2,0.4583447629892531,6,57,A321,0,0.3833,1,4,2,0,0,1,1,1,0,0,0,0.4604206670462386
1,1,12,DEL,GOI,1858,1,11.1,0.3754515775850985,6,69,A321,1,0.5502,1,7,2,0,0,1,0,1,0,0,0,0.6114080521547844
12,0,12,HYD,BLR,459,0,7.9,0.15695860699374317,21,59,A321,0,0.1628,3,2,2,0,0,1,0,0,0,1,0,0.1349355124478101
12,4,11,HYD,BLR,522,2,9.1,0.14383764023976184,3,55,A320,1,0.5575,3,2,0,0,0,1,1,0,0,0,0,0.7003431740839166
18,4,7,PNQ,BOM,71,0,7.0,0.12187355985940046,2,57,A321,0,0.3487,8,0,2,1,1,0,1,0,0,0,0,0.11265574595079017
22,0,8,BOM,MAA,966,0,3.3,0.33082130757274075,16,25,A321,0,0.4823,0,5,2,0,1,0,0,0,1,0,0,0.21578745765045926
2,6,4,DEL,CCU,1306,2,7.9,0.45804708004226097,4,23,A321,1,0.7832,1,4,2,0,0,0,1,0,1,0,0,0.8303164780147914
9,3,10,HYD,BLR,523,0,9.0,0.2011792621985522,5,37,A320,0,0.4005,3,2,0,1,0,0,0,0,0,0,0,0.07041274176949326
2,3,10,BLR,BOM,878,2,9.1,0.26322265703272485,7,78,ATR72,1,0.6053,2,0,3,0,0,0,0,0,0,0,0,0.5921279299614537
6,2,8,BOM,DEL,1117,0,14.0,0.3891391419603638,17,26,A321,1,0.7057,0,1,2,0,1,0,0,1,1,0,0,0.3861986996861273
1,6,11,PNQ,BOM,84,1,9.6,0.11912096237134959,6,75,B737,0,0.4476,8,0,1,0,0,1,1,0,0,0,0,0.4416923368299724
23,3,8,BOM,MAA,1056,1,12.7,0.2900191943214553,19,56,ATR72,1,0.716,0,5,3,0,1,0,0,1,0,1,1,0.5015067180125093
7,3,3,DEL,BLR,1695,0,9.2,0.43618314014022436,21,34,A321,1,0.5945,1,2,2,1,0,0,0,0,0,1,0,0.15266409904907852
3,6,1,PNQ,BOM,141,1,5.5,0.10100916431115176,7,62,B777,0,0.3404,8,0,4,0,0,1,1,0,0,0,0,0.43535320750890316
22,2,3,BLR,DEL,1769,2,8.1,0.369078825606056,14,80,B737,1,0.6976,2,1,1,0,0,0,0,0,0,0,0,0.6291775889621196
20,5,4,DEL,CCU,1261,2,6.3,0.46522760794941476,12,78,B737,1,0.8361,1,4,1,1,0,0,0,0,0,0,0,0.6628296627822952
16,3,2,MAA,BOM,1025,0,8.8,0.25491657137002005,18,31,ATR72,0,0.372,5,0,3,0,0,1,0,0,0,0,0,0.169220799979507
13,1,8,BLR,BOM,820,2,2.9,0.2797385258077587,18,87,A321,1,0.7119,2,0,2,0,1,0,0,0,0,0,2,0.5979084840327156
12,5,2,BLR,DEL,1701,3,5.1,0.43452810671058106,7,66,B737,1,0.8238,2,1,1,0,0,1,0,0,0,0,0,0.9820848373487033
17,1,12,BOM,MAA,1016,0,2.8,0.3606000585155903,4,22,ATR72,0,0.4442,0,5,3,1,0,1,0,0,1,0,0,0.3062100204804566
16,5,9,BOM,MAA,1033,1,1.5,0.3386464805962099,11,23,ATR72,1,0.6855,0,5,3,0,1,0,0,0,1,0,1,0.4685262682086735
10,3,2,BOM,BLR,883,0,6.0,0.24077028136209905,15,37,A321,0,0.2163,0,2,2,0,0,1,0,0,0,0,0,0.16426959847673467
18,6,12,BOM,HYD,628,1,11.2,0.2985806017591922,9,51,B777,1,0.7194,0,3,4,1,0,1,1,1,0,0,0,0.6545032106157171
11,5,8,AMD,DEL,936,0,11.6,0.18849645768454892,5,86,B777,0,0.4254,6,1,4,0,1,0,0,1,0,0,0,0.2159737601895921
13,5,4,BLR,DEL,1773,1,4.6,0.3607194080102152,13,60,ATR72,0,0.4443,2,1,3,0,0,0,0,0,0,0,0,0.37625179280357535
14,3,1,BOM,BLR,816,0,8.3,0.24175587408962812,8,75,B777,0,0.1967,0,2,4,0,0,1,0,0,0,0,0,0.16461455593136984
22,6,12,DEL,AMD,913,0,8.6,0.17517012847660465,2,74,A320,0,0.2201,1,6,0,0,0,1,1,0,0,0,0,0.21130954496681165
7,5,8,HYD,BLR,464,0,8.5,0.19847324596603394,19,57,B737,1,0.5794,3,2,1,1,1,0,0,0,0,1,0,0.06946563608811188
20,0,8,AMD,DEL,879,2,13.3,0.2459293576832083,6,58,ATR72,1,0.9484,6,1,3,1,1,0,0,1,0,0,2,0.736075275189123
1,4,7,DEL,BLR,1764,0,13.7,0.4350039597629135,15,30,B777,1,0.594,1,2,4,0,1,0,1,1,0,0,0,0.37225138591701973
6,6,1,GOI,DEL,1871,0,11.3,0.34345080169733205,19,22,A320,1,0.6374,7,1,0,0,0,1,1,1,1,1,0,0.5202077805940662
9,1,10,DEL,GOI,1876,2,1.8,0.3615611232193888,16,37,ATR72,1,0.8646,1,7,3,1,0,0,0,0,0,0,0,0.6265463931267861
20,5,1,DEL,CCU,1337,0,1.3,0.4727020953813028,15,75,B737,0,0.4391,1,4,1,1,0,1,0,0,0,0,0,0.245445733383456
11,5,7,BOM,MAA,1031,2,2.7,0.3671322696783145,1,64,A320,1,0.6969,0,5,0,0,1,0,0,0,0,0,2,0.6284962943874101
20,0,8,BLR,HYD,456,0,12.1,0.14813470036211182,20,73,ATR72,1,0.6093,2,3,3,1,1,0,0,1,0,1,0,0.20184714512673912
2,6,7,CCU,DEL,1329,1,4.8,0.3943589482999972,13,52,B777,1,0.5577,4,1,4,0,1,0,1,0,0,0,1,0.458025631904999
6,1,8,BOM,HYD,612,0,1.5,0.23072767381566858,8,76,B777,0,0.1923,0,3,4,0,1,0,0,0,0,0,0,0.080754685835484
0,3,9,BOM,DEL,1131,2,5.7,0.3485898677693237,19,40,A320,1,0.8094,0,1,0,0,1,0,0,0,0,1,2,0.6220064537192633
11,0,11,BLR,BOM,884,1,9.0,0.2850519529169943,16,31,B737,1,0.584,2,0,1,0,0,1,0,0,0,0,0,0.42976818352094803
20,6,5,GOI,DEL,1897,3,6.1,0.32376880301675687,14,25,B777,1,1.0,7,1,4,1,0,0,1,0,1,0,0,1.0333190810558648
10,2,2,DEL,GOI,1883,0,2.2,0.3934374355497501,14,54,B737,0,0.2074,1,7,1,0,0,1,0,0,0,0,0,0.21770310244241253
23,4,2,BLR,BOM,810,2,12.5,0.3285229432085453,1,34,A320,1,0.8014,2,0,0,0,0,1,1,1,0,0,0,0.9149830301229909
20,4,8,BOM,BLR,870,0,5.3,0.32483120536356214,17,62,A320,0,0.4799,0,2,0,1,1,0,1,0,0,0,0,0.18369092187724673
3,4,7,DEL,AMD,917,3,10.1,0.16263411577592005,4,82,ATR72,1,0.9651,1,6,3,0,1,0,1,1,0,0,3,1.026921940521572
2,5,3,DEL,GOI,1947,0,13.1,0.3404194039039656,11,49,B737,0,0.4362,1,7,1,0,0,0,0,1,0,0,0,0.26914679136638797
7,3,4,HYD,BLR,511,0,2.7,0.23944817873024965,14,85,A321,0,0.2958,3,2,2,1,0,0,0,0,0,0,0,0.08380686255558738
5,0,3,BOM,HYD,594,0,2.6,0.28703604841369423,6,57,B777,0,0.1148,0,3,4,0,0,0,0,0,0,0,0,0.10046261694479297
13,2,4,MAA,BOM,1032,0,8.5,0.3278159007381329,19,79,B777,0,0.3311,5,0,4,0,0,0,0,0,0,1,0,0.1147355652583465
4,1,10,GOI,DEL,1899,1,11.4,0.353323717630858,16,80,B777,1,0.6413,7,1,4,0,0,0,0,1,0,0,0,0.5236633011708003
16,2,3,BLR,HYD,542,0,7.5,0.20130776151943958,19,45,A320,0,0.1805,2,3,0,0,0,0,0,0,0,1,0,0.07045771653180384
18,4,9,DEL,BOM,1156,1,11.1,0.3653699915766394,20,34,B737,1,0.9661,1,0,1,1,1,0,1,1,0,1,1,0.5978794970518237
6,2,6,MAA,BOM,1021,1,6.8,0.3008282980714128,12,25,B737,1,0.6203,5,0,1,0,1,0,0,0,1,0,1,0.4552899043249945
3,0,9,DEL,BLR,1716,0,11.0,0.4286500787658902,7,51,ATR72,0,0.4715,1,2,3,0,1,0,0,1,0,0,0,0.30002752756806156
3,5,12,BOM,MAA,1057,1,3.4,0.3473812044732322,3,78,ATR72,0,0.389,0,5,3,0,0,1,0,0,0,0,0,0.45158342156563125
9,0,11,BOM,BLR,815,0,10.5,0.2433500424451715,14,50,B737,0,0.4973,0,2,1,1,0,1,0,1,0,0,0,0.31517251485581005
11,5,12,DEL,CCU,1353,0,8.2,0.4685706761712576,13,69,B777,0,0.3874,1,4,4,0,0,1,0,0,0,0,0,0.24399973665994013
17,2,4,DEL,AMD,932,0,6.5,0.19993078531524963,9,23,A320,0,0.38,1,6,0,1,0,0,0,0,1,0,0,0.16997577486033738
4,4,2,DEL,AMD,887,1,10.2,0.17498126143421397,9,22,B777,1,0.62,1,6,4,0,0,1,1,1,1,0,0,0.7112434415019748
14,0,7,BOM,DEL,1123,0,9.3,0.3550138825978256,14,23,B777,1,0.542,0,1,4,0,1,0,0,0,1,0,0,0.22425485890923896
15,1,1,DEL,GOI,1922,1,2.0,0.39178855493954484,9,68,B737,0,0.3567,1,7,1,0,0,1,0,0,0,0,0,0.4671259942288407
9,1,4,BLR,HYD,547,0,9.3,0.17491863918636083,3,44,A321,0,0.39,2,3,2,1,0,0,0,0,0,0,0,0.06122152371522629
10,6,11,AMD,DEL,873,0,9.9,0.2530758461802699,16,76,B737,0,0.3512,6,1,1,0,0,1,1,0,0,0,0,0.23857654616309448
8,2,2,BOM,HYD,623,2,3.1,0.24649194156687027,1,44,A320,1,0.7186,0,3,0,1,0,1,0,0,0,0,0,0.6662721795484046
23,6,3,DEL,GOI,1865,0,7.7,0.3897478107016442,15,72,A321,0,0.2559,1,7,2,0,0,0,1,0,0,0,0,0.20641173374557548
5,6,11,BOM,PNQ,123,1,7.3,0.18159573563567333,18,37,A321,1,0.5426,0,8,2,0,0,1,1,0,0,0,0,0.46355850747248567
18,0,3,GOI,DEL,1856,0,6.9,0.3496018644094401,20,24,B777,1,0.5398,7,1,4,1,0,0,0,0,1,1,0,0.222360652543304
12,3,8,BOM,MAA,1044,1,7.3,0.30629004004235655,13,34,A320,1,0.5425,0,5,0,0,1,0,0,0,0,0,1,0.3572015140148248
9,6,5,AMD,DEL,931,0,7.6,0.18731418209477138,13,84,ATR72,0,0.3249,6,1,3,1,0,0,1,0,0,0,0,0.13555996373316997
12,0,5,GOI,DEL,1928,0,7.0,0.36255256401668057,5,63,A321,0,0.145,7,1,2,0,0,0,0,0,0,0,0,0.1268933974058382
18,3,4,HYD,BOM,661,0,13.1,0.2217361066407035,4,32,B737,1,0.5087,3,0,1,1,0,0,0,1,0,0,0,0.22760763732424621
16,3,7,DEL,BLR,1740,0,7.1,0.44633029968696325,16,45,A321,0,0.3785,1,2,2,0,1,0,0,0,0,0,0,0.15621560489043712
19,4,7,AMD,DEL,863,1,11.7,0.2670343705973878,1,69,ATR72,1,0.7568,6,1,3,1,1,0,1,1,0,0,1,0.5634620297090858
1,2,9,BOM,PNQ,146,1,2.1,0.13589301458943334,13,27,A321,1,0.6044,0,8,2,0,1,0,0,0,1,0,1,0.3975625551063017
0,2,11,HYD,BOM,666,0,3.8,0.2825499866301506,13,61,A321,0,0.163,3,0,2,0,0,1,0,0,0,0,0,0.17889249532055268
20,2,7,CCU,DEL,1325,1,6.2,0.4703997694359382,8,72,A321,1,0.6382,4,1,2,1,1,0,0,0,0,0,1,0.4146399193025784
13,4,1,CCU,DEL,1312,2,11.3,0.3933022904144386,4,77,B737,1,0.7573,4,1,1,0,0,1,1,1,0,0,0,0.9376558016450536
10,4,9,BOM,HYD,589,0,5.8,0.24804979183509931,6,81,A320,0,0.1992,0,3,0,0,1,0,1,0,0,0,0,0.15681742714228475
19,5,2,BLR,BOM,866,2,5.5,0.33739295729110025,20,22,B737,1,0.985,2,0,1,1,0,1,0,0,1,1,0,0.798087535051885
3,0,11,GOI,DEL,1911,0,12.1,0.3581527691932084,18,73,A320,0,0.4433,7,1,0,0,0,1,0,1,0,0,0,0.35535346921762295
11,6,11,GOI,DEL,1890,2,1.0,0.371367809066806,10,76,B777,1,0.5985,7,1,4,0,0,1,1,0,0,0,0,0.7799787331733821
6,2,6,DEL,BLR,1703,2,11.6,0.45117537342003333,7,73,B737,1,0.8805,1,2,1,0,1,0,0,1,0,0,2,0.8079113806970116
6,1,9,HYD,BOM,591,2,8.7,0.29518017116321577,16,21,A320,1,0.9681,3,0,0,0,1,0,0,0,1,0,2,0.7033130599071254
8,3,10,BLR,BOM,863,2,6.9,0.3265879504240188,19,56,A320,1,0.7806,2,0,0,1,0,0,0,0,0,1,0,0.6143057826484065
22,5,5,BLR,DEL,1722,0,3.0,0.3749711653259823,4,56,ATR72,0,0.2,2,1,3,0,0,0,0,0,0,0,0,0.13123990786409379
9,0,12,BLR,HYD,519,0,1.0,0.2014946833455477,15,66,B737,0,0.2806,2,3,1,1,0,1,0,0,0,0,0,0.15052313917094168
15,1,5,DEL,CCU,1314,0,7.2,0.47681788162654376,4,42,ATR72,0,0.2607,1,4,3,0,0,0,0,0,0,0,0,0.16688625856929032
15,5,11,BLR,DEL,1728,2,8.7,0.44917587620718064,17,23,B777,1,0.9797,2,1,4,0,0,1,0,0,1,0,0,0.8372115566725131
11,5,5,BOM,MAA,997,3,13.8,0.3073912219193172,16,45,ATR72,1,1.0,0,5,3,0,0,0,0,1,0,0,0,1.007586927671761
12,1,8,HYD,BOM,584,3,9.0,0.2952186159655411,6,29,B777,1,1.0,3,0,4,0,1,0,0,0,1,0,3,0.9533265155879393
15,6,7,HYD,BOM,625,0,7.0,0.2853378763627987,14,21,B777,0,0.4641,3,0,4,0,1,0,1,0,1,0,0,0.26986825672697956
21,5,7,AMD,DEL,939,0,3.7,0.2012273459890913,8,40,A320,0,0.3005,6,1,0,0,1,0,0,0,0,0,0,0.07042957109618195
